package_id,scope,selection,status,expected_version_name,expected_version_code,actual_version_name,actual_version_code,source,source_url,download_locator,requested_architecture,artifact_path,artifact_type,file_size_bytes,sha256,split_count,splits,architectures,signature_status,signer_certificate_sha256,technology,flutter_architectures,flutter_arm64_status,fallback_artifact_path,fallback_version_name,fallback_version_code,fallback_architectures,fallback_sha256,detail,cutoff_date
com.cheers.slumber,baseline,reuse_local,reused_current,v1.0,2,v1.0,2,APKPure,https://apkpure.com/slumberland/com.cheers.slumber,,,disassembly/apk/analyzed/Slumberland_1.0_com.cheers.slumber.xapk,xapk,12406648,50abdc5981b2a24fdaa2f20687ff1c316fb621ec6bc7f81d827c9c18512369f4,4,base=com.cheers.slumber.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.fr=config.fr.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 510567070edea53cce45b877e5ed8bf4ffff0ded7c56806d1bc4a47654042f8f,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.desarketing.gmmotor,baseline,download_apkpure,downloaded,4.6.6,46600,4.6.6,46600,APKPure,https://apkpure.com/germany-motions-gm-bed-control/com.desarketing.gmmotor,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.desarketing.gmmotor-arm64-v8a/com.desarketing.gmmotor@4.6.6@arm64-v8a.xapk,xapk,41911062,0bdb27d045fb8d097cfc20e26e759ff238f8ac55eb317a3d3eccb814ccc8d11b,20,base=com.desarketing.gmmotor.apk; config.ja=config.ja.apk; config.ko=config.ko.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.th=config.th.apk; config.tr=config.tr.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxxhdpi=config.xxxhdpi.apk; config.hi=config.hi.apk; config.de=config.de.apk; config.en=config.en.apk; config.es=config.es.apk; config.fr=config.fr.apk; config.it=config.it.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.my=config.my.apk; config.in=config.in.apk,arm64-v8a,verified,00e234a13df659fef0e653669ba7e8fffad40f605a7a2accc4d62f9dab9f3558; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.desarketing.ruf_betten_motor2,discovered_likely_ble,download_google_play,downloaded,1.1.8,,1.1.8,11,Google Play,https://play.google.com/store/apps/details?id=com.desarketing.ruf_betten_motor2,apkeep 1.0.0; com.desarketing.ruf_betten_motor2; google-play; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.desarketing.ruf_betten_motor2,split_apk_set,114552354,0212db91df3d71d659f69c56b09a88e385bb7c2b84448c9b56176d70d28d0f9a,5,com.desarketing.ruf_betten_motor2/com.desarketing.ruf_betten_motor2.apk; com.desarketing.ruf_betten_motor2/com.desarketing.ruf_betten_motor2.config.arm64_v8a.apk; com.desarketing.ruf_betten_motor2/com.desarketing.ruf_betten_motor2.config.en.apk; com.desarketing.ruf_betten_motor2/com.desarketing.ruf_betten_motor2.config.nb.apk; com.desarketing.ruf_betten_motor2/com.desarketing.ruf_betten_motor2.config.xxhdpi.apk,arm64-v8a,verified,2389abe7609245b0a2a5bb37d0fcc6b45a7d11bac3c9dfc6f2e485933c1339d6; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,native_or_managed,,not_flutter,,,,,,Google Play reports 1.1.8; APKPure reports 1.1.6,2026-07-14
com.dewertokin.okinsmartcomfort,baseline,reuse_local,reused_current,2.0.1,18,2.0.1,18,APKPure,https://apkpure.com/furnimove/com.dewertokin.okinsmartcomfort,,,disassembly/apk/analyzed/FurniMove_2.0.1_com.dewertokin.okinsmartcomfort.xapk,xapk,14267280,8e6e8f9cc7a397795d26b8dcf5489f16d0890318a72f267d5fb133bd7a6c24e1,19,base=com.dewertokin.okinsmartcomfort.apk; config.xhdpi=config.xhdpi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.en=config.en.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.th=config.th.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.zh=config.zh.apk; config.pt=config.pt.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 93bce7c63fd03e0d237556ef15124af3d5a9134353eda833322c5575c79d7cd6,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.dot.bedding.sleepspa.sleep_spa,discovered_likely_ble,download_google_play,downloaded,1.3.7,,1.3.7,37,Google Play,https://play.google.com/store/apps/details?id=com.dot.bedding.sleepspa.sleep_spa,apkeep 1.0.0; com.dot.bedding.sleepspa.sleep_spa; google-play; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.dot.bedding.sleepspa.sleep_spa,split_apk_set,32288502,d114ec34fcd6645c30d356019ad756d3117d09f0eed8c41eb8e377b885557fdf,5,com.dot.bedding.sleepspa.sleep_spa/com.dot.bedding.sleepspa.sleep_spa.apk; com.dot.bedding.sleepspa.sleep_spa/com.dot.bedding.sleepspa.sleep_spa.config.arm64_v8a.apk; com.dot.bedding.sleepspa.sleep_spa/com.dot.bedding.sleepspa.sleep_spa.config.en.apk; com.dot.bedding.sleepspa.sleep_spa/com.dot.bedding.sleepspa.sleep_spa.config.nb.apk; com.dot.bedding.sleepspa.sleep_spa/com.dot.bedding.sleepspa.sleep_spa.config.xxhdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 4daac6d6abba980636a11c2f999e1fa2b1fa100a354d7843d6e48047dc045493,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.dreamhd.jiecang.android.pad.bed,discovered_likely_ble,download_google_play,downloaded,1.0.3,,1.0.3,3,Google Play,https://play.google.com/store/apps/details?id=com.dreamhd.jiecang.android.pad.bed,apkeep 1.0.0; com.dreamhd.jiecang.android.pad.bed; google-play; device=px_tablet; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.dreamhd.jiecang.android.pad.bed,split_apk_set,23661326,e8ed9c6cde8bc5f9b8741fe1eb452722d167bcfe48cc0647f63c2e69126fd3b6,5,px_tablet/com.dreamhd.jiecang.android.pad.bed/com.dreamhd.jiecang.android.pad.bed.apk; px_tablet/com.dreamhd.jiecang.android.pad.bed/com.dreamhd.jiecang.android.pad.bed.config.arm64_v8a.apk; px_tablet/com.dreamhd.jiecang.android.pad.bed/com.dreamhd.jiecang.android.pad.bed.config.en.apk; px_tablet/com.dreamhd.jiecang.android.pad.bed/com.dreamhd.jiecang.android.pad.bed.config.nb.apk; px_tablet/com.dreamhd.jiecang.android.pad.bed/com.dreamhd.jiecang.android.pad.bed.config.xhdpi.apk,arm64-v8a,verified,32046a435a960d9f60d6df638c115f60ad644ae7ab666c63946868dc4d156205; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.fenmenbielei.bedsense,discovered_likely_ble,download_apkpure,downloaded,1.8,18,1.8,18,APKPure,https://apkpure.com/bedsense/com.fenmenbielei.bedsense,apkeep 1.0.0; existing APKPure acquisition,,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.fenmenbielei.bedsense/com.fenmenbielei.bedsense@1.8.xapk,xapk,4564442,00845e87a3810642ab9c229f92dbcf1e6ef810eaee46f95e013050693751d42e,19,base=com.fenmenbielei.bedsense.apk; config.es=config.es.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.tr=config.tr.apk; config.vi=config.vi.apk; config.en=config.en.apk; config.xxhdpi=config.xxhdpi.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.fr=config.fr.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.ar=config.ar.apk; config.ko=config.ko.apk; config.th=config.th.apk,,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 649da7dd12f1e4c6577cfc0367588c30e150132fcf9c5abeb5366a19786bd936,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.germany.dorsal,discovered_likely_ble,download_apkpure,downloaded,1.0.3,310300,1.0.3,310300,APKPure,https://apkpure.com/dorsal/com.germany.dorsal,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.germany.dorsal/com.germany.dorsal@1.0.3@arm64-v8a.xapk,xapk,22632314,44d7e7f10fae8f9cff9c703d910dc0d4210d473607aa4846673aee37ebd2c518,5,base=com.germany.dorsal.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 44840538610fb4324ed4278d9a811ebec1598f925e2c09387a749d3d4e237f4c,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.hettich.hettich,baseline,reuse_local,reused_current,3.3.6,8,3.3.6,8,APKPure,https://apkpure.com/axis-drive-bed-control/com.hettich.hettich,,,disassembly/apk/analyzed/Axis Drive Bed Control_3.3.6_com.hettich.hettich.apk,apk,25063580,678a2e5bb03dde8fa5b1728f37871649c0524f81f48b425c0c6f0f19dd20fb77,1,Axis Drive Bed Control_3.3.6_com.hettich.hettich.apk,arm64-v8a; armeabi-v7a; x86; x86_64,verified,87fd9e1992afa7b8085cc53ee9e3905b8c9e929e0eb5fd8326766f8d6bd49037,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.HHC.MotoMotion,discovered_likely_ble,download_apkpure,downloaded,3.1.9,2026051101,3.1.9,2026051101,APKPure,https://apkpure.com/motomotion/com.HHC.MotoMotion,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.HHC.MotoMotion/com.HHC.MotoMotion@3.1.9@arm64-v8a.xapk,xapk,55149531,b1a590b6f24c8d4f5b8dfd10293b5266b4d0a95abd3a04f27786524bfd6accc2,5,base=com.HHC.MotoMotion.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.mdpi=config.mdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 51236d4b8e3bf25091e2bf282411fb31e7916bd77590ad19a1b6a992f647c465,flutter,arm64-v8a,present,,,,,,,2026-07-14
com.HHC.MotoSleep,baseline,download_google_play,downloaded,5.1.5,,5.1.5,2026071001,Google Play,https://play.google.com/store/apps/details?id=com.HHC.MotoSleep&hl=en&gl=us,apkeep 1.0.0; com.HHC.MotoSleep; google-play; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.HHC.MotoSleep,split_apk_set,126336670,d909b93159816b0de135e26a423f618eabbe3d9c1effbe885c3d4d08d9f26c96,5,com.HHC.MotoSleep/com.HHC.MotoSleep.apk; com.HHC.MotoSleep/com.HHC.MotoSleep.config.arm64_v8a.apk; com.HHC.MotoSleep/com.HHC.MotoSleep.config.en.apk; com.HHC.MotoSleep/com.HHC.MotoSleep.config.nb.apk; com.HHC.MotoSleep/com.HHC.MotoSleep.config.xxhdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 51236d4b8e3bf25091e2bf282411fb31e7916bd77590ad19a1b6a992f647c465,flutter,arm64-v8a,present,,,,,,Google Play reports 5.1.5; APKPure reports 5.1.3,2026-07-14
com.HHC.PowerBob,baseline,reuse_local,reused_current,2.0.3,2025061101,2.0.3,2025061101,APKPure,https://apkpure.com/power-bob-for-adjustable-bed/com.HHC.PowerBob,,,disassembly/apk/analyzed/Power Bob for Adjustable Bed_2.0.3_com.HHC.PowerBob.apk,apk,42599148,134568e8bbdc3a6794eb12e3452abec74957924824d8c24c0b1479af4f90ab31,1,Power Bob for Adjustable Bed_2.0.3_com.HHC.PowerBob.apk,arm64-v8a; armeabi-v7a; x86_64,verified,51236d4b8e3bf25091e2bf282411fb31e7916bd77590ad19a1b6a992f647c465,flutter,arm64-v8a; armeabi-v7a; x86_64,present,,,,,,,2026-07-14
com.intretech.app.suta,baseline,reuse_local,reused_current,1.0.3,3,1.0.3,3,APKPure,https://apkpure.com/suta/com.intretech.app.suta,,,disassembly/apk/analyzed/SUTA_1.0.3_com.shuta.suta_old.apk,apk,3681325,fb740ceb0c21ac9eecd2717717ded9ad7b812851a001601899bc7568f880b59a,1,SUTA_1.0.3_com.shuta.suta_old.apk,armeabi,verified,365e5ce43e01bf4d9a12c431264daa157f86e936bb681b5aba6c7308331d2c82,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.jiecang.app.android.jiecangbed,baseline,download_apkpure,downloaded,2.1.8,25,2.1.8,25,APKPure,https://apkpure.com/comfort-motion/com.jiecang.app.android.jiecangbed,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.jiecang.app.android.jiecangbed/com.jiecang.app.android.jiecangbed@2.1.8@arm64-v8a.xapk,xapk,6825216,83e856cb4e06b06c66c40ee30510adf8c6802f5b7c279dd1463e5489f3a81ab4,20,base=com.jiecang.app.android.jiecangbed.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.xxhdpi=config.xxhdpi.apk; config.zh=config.zh.apk; config.es=config.es.apk; config.de=config.de.apk; config.my=config.my.apk; config.th=config.th.apk; config.tr=config.tr.apk; config.ar=config.ar.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.vi=config.vi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.hi=config.hi.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; f79be10c3a490395ffb0be7b9548f8d050ff3d595183ce3e62fff48fc151020a,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.jiecang.dreamask.app.android.bed,discovered_likely_ble,download_google_play,downloaded,1.0.8,,1.0.8,8,Google Play,https://play.google.com/store/apps/details?id=com.jiecang.dreamask.app.android.bed,apkeep 1.0.0; com.jiecang.dreamask.app.android.bed; google-play; split_apk=true,,disassembly/apk/not-analyzed/acquired-2026-07-14/google-play/com.jiecang.dreamask.app.android.bed,split_apk_set,19764187,71f9ae150cf2bd0ba910d4f40a1376fb2542a08b0249dbc3204d035d805bf2ee,5,com.jiecang.dreamask.app.android.bed/com.jiecang.dreamask.app.android.bed.apk; com.jiecang.dreamask.app.android.bed/com.jiecang.dreamask.app.android.bed.config.arm64_v8a.apk; com.jiecang.dreamask.app.android.bed/com.jiecang.dreamask.app.android.bed.config.en.apk; com.jiecang.dreamask.app.android.bed/com.jiecang.dreamask.app.android.bed.config.nb.apk; com.jiecang.dreamask.app.android.bed/com.jiecang.dreamask.app.android.bed.config.xxhdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; c71ecccb96d91ba8ac8ddb2005b863c67af6ff21a6b67cd4741dc4be46a33414,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.jiecang.dreamotion.app.android.bed,discovered_likely_ble,download_apkpure,downloaded,1.0.5,11,1.0.5,11,APKPure,https://apkpure.com/dream-motion/com.jiecang.dreamotion.app.android.bed,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.jiecang.dreamotion.app.android.bed/com.jiecang.dreamotion.app.android.bed@1.0.5@arm64-v8a.xapk,xapk,22271001,bbc25698c039d1b0c7451ef78e97133c34c0403856c470987d7f41beccd73ebf,4,base=com.jiecang.dreamotion.app.android.bed.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.mdpi=config.mdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 901d6fc99e04034f2530be2cb8d03088873c7ffef39eaad314fcb7280fe01b14,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.kaidi_test4,baseline,reuse_local,reused_current,1.6.3,45,1.6.3,45,APKPure,https://apkpure.com/isleep/com.kaidi_test4,,,disassembly/apk/analyzed/ISleep_1.6.3_com.kaidi_test4.xapk,xapk,59667328,6102a03e00d45ac1c12a5c9effb2eb7255128d8dfd5e5c24c5af7f9929e2d897,5,base=com.kaidi_test4.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.xhdpi=config.xhdpi.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 4a1e6fceecdad5f41ad37818807d03ebdd1b4244735d5a2f2cb41579767778eb,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.kaidi_test4.floyd,baseline,reuse_local,reused_current,1.0.7,,1.0.7,7,Google Play,https://play.google.com/store/apps/details?id=com.kaidi_test4.floyd&hl=en&gl=us,,,disassembly/apk/analyzed/Floyd_1.0.7_com.kaidi_test4.floyd.xapk,xapk,47638492,24f532b8f0caac12977c29995b5fb7fef21b1c542cf1b79d6e8045b008095a42,5,base=com.kaidi_test4.floyd.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,arm64-v8a,verified,3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d; 547c1b631efdf0125e2b0db1c38ae16116aa57e086c1b1c14e479073581d5e38,native_or_managed,,not_flutter,,,,,,,2026-07-14
com.kaidi_test4.rize,baseline,download_apkpure,downloaded,1.4.2,57,1.4.2,57,APKPure,https://apkpure.com/rize-beds/com.kaidi_test4.rize,apkeep 1.0.0; existing APKPure acquisition,arm64-v8a,disassembly/apk/not-analyzed/acquired-2026-07-14/apkpure/com.kaidi_test4.rize/com.kaidi_test4.rize@1.4.2@arm64-v8a.xapk,xapk,41515088,4a774ab1a19a618bfdfbbc2591eaabc5852198ca63c0c0dfb6b26481bbcde0b7,20,base=com.kaidi_test4.rize.apk; config.th=config.th.apk; config.de=config.de.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.tr=config.tr.apk; config.vi=config.vi.apk; config.armeabi_v7a=config.armeabi_v7a.apk; config.en=config.en.apk; config.mdpi=config.mdpi.apk; config.my=config.my.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.zh=config.zh.apk; config.es=config.es.apk; config.fr=config.fr.apk; config.hi=config.hi.apk,armeabi-v7a,verified,05dce45e787cc870aad3805afd2de83cf51326987b98fe7307c67115073dba72; 3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d,native_or_managed,,not_flutter,,,,,,,2026-07-14
